severity,Cy,Cx,Area,intensity,Duration
-4448393.666580946,115.82938993845114,38.555345559407264,3364577.503634255,-0.5654410824000529,7
-9281977.666080108,114.65267893344506,41.83036331796108,5417281.978455165,-0.4846439540493181,15
-862257.8315179722,115.31123209044637,32.62421861899087,1115789.1591555644,-0.35236137491171055,6
-366982.7786331564,82.9358039886354,31.721241013280956,509975.1512723783,-0.4391931789210994,3
-395859.4136083554,113.44783322131717,24.08562581125276,478903.94000540965,-0.38906620022197214,3
-1415405.4863687046,114.57316757333261,40.61802895762836,2502224.6220988818,-0.407654810108914,4
-904330.4703354117,101.78814263796804,32.38029571433083,1368915.1643114828,-0.44489176730734026,3
-2134335.460502704,126.94263461475178,47.63112882998378,966170.2659575484,-0.576055862829066,7
-1482389.3483991583,115.70282703307016,26.826168704393236,1069973.4876549805,-0.40569277944954996,7
-473411.9715317766,101.37856471651271,24.941918934424642,648387.0977137459,-0.37092782708690997,4
-5082634.892995279,114.14006596221178,41.18826302355213,4600821.879772902,-0.48725954711046227,10
-562006.256674323,114.47885462390694,25.754712817706544,880552.5421880505,-0.39474930817685794,3
-866063.0208959564,110.82256479507018,23.889020213946583,822474.3773206507,-0.4338945977259544,4
-5985385.466092299,115.74863607228835,42.07426228688013,3302667.5663713366,-0.527049789491272,10
-825863.7961503337,97.31629056904588,26.999555854637077,697737.0095568561,-0.5897785808613473,3
-314862.4857948256,123.56896037154216,51.21472560335096,267950.93425828853,-0.5852296234416486,3
-651896.6623387516,109.67128657073606,24.753367336666102,914595.9139132062,-0.31666310088188054,5
-1844441.7958133498,90.42556835033879,31.813719814325975,1728169.8535834358,-0.5469220238539555,3
-5838002.7042269055,108.33366551817238,34.360937620232384,5152415.030949964,-0.47099842315636736,8
-9330300.29019637,100.27434867341705,40.90610646145408,5278956.442049136,-0.5199797275559123,14
-1157033.9186630293,91.06643621266747,41.50775477260732,1295191.620197836,-0.49742881206515166,3
-15057221.32018185,113.40718791183633,41.35430772157704,6392300.273015485,-0.5578082036936772,19
-2716722.037820148,111.73129572539703,26.973315873657786,1950822.5380314565,-0.46443670661752673,8
-1544352.4841584358,87.7246829825001,44.136291083285776,1076048.3961322645,-0.49386774459139565,7
-19911054.714258663,106.93874920217668,39.85487227385912,7958280.069189325,-0.5587963792874449,21
-7658563.196098847,101.72002100210877,28.85641332351331,4161284.214949887,-0.5491188997971994,15
-676598.2555319122,84.08405437787853,31.20945125714619,554956.1090318101,-0.40756652713461033,5
-2866158.101742061,114.78903730143304,44.84142780640231,2428807.3266311707,-0.5893930477124538,6
-13901255.67479786,110.74861883046599,30.854324667008925,5116671.784881894,-0.6511887179765083,13
-3547240.0837677927,118.11267030156725,44.67094675246299,2872982.2609579326,-0.46453630195818024,9
-216134.5850953313,87.43576459664688,46.72840638754651,257291.20928945733,-0.41533366211420636,3
-1244837.9475940948,111.04510997284459,30.876551386611524,1623832.4743007526,-0.37156731138868976,8
-1317161.1234586902,91.00322948735186,44.29761465555409,1895655.704738477,-0.37908522209333656,5
-10727832.002231773,99.741734378458,35.435790921146825,5655312.078003169,-0.700047022320269,9
-461365.90626473026,80.3394321659626,38.688186060427036,599644.6817082729,-0.2865287140218212,4
-10236671.203097494,107.7656852904605,38.54969814347924,7044482.883408137,-0.4816279148613003,12
-233823.88350645188,115.85554438913039,42.82838296080745,391864.74699594855,-0.30457594041650937,3
-631379.9825135013,100.37807774449375,26.165293198251625,575904.6062833479,-0.406137762878044,4
-276648.38682269235,81.85856984155046,42.41134153821674,509636.7450394977,-0.37170704765825735,3
-4168350.0670322357,112.00154684941225,40.607958200137034,4737029.790242202,-0.41343836891522173,7
-849132.9660725098,97.37103634334355,29.225028749449763,1061032.4703997048,-0.4886239888905318,3
-472284.7830869588,111.37202479412213,26.914639439035433,1098141.766368247,-0.34542239827824867,3
-2163806.7432064796,103.75290119985125,32.50730900179205,2773304.454412161,-0.4693708618611758,5
-692313.594254559,123.59349982120847,42.63453509896556,601641.2384928882,-0.4332696612960286,6
-5534267.910466343,87.49020609943463,33.747059274203835,3239508.214873879,-0.5032603963010358,10
-182818.01339047437,121.48869440969258,49.71625806638059,310241.3511389337,-0.3432835842136803,3
-2976791.5588837415,116.61629946108542,41.61468923980156,2877829.7855749642,-0.4482509577919001,8
-118097.81628960172,82.27351392198072,37.80631754127265,347016.7362171865,-0.17041990280497113,3
-1217848.6493888132,103.32892515177791,33.17131894572382,1347470.8764076647,-0.44463106395856283,5
-3798097.2969794106,96.18840016752769,34.49777756769002,4070533.9677214664,-0.5267163733696584,5
-16362418.008499315,106.59967821479168,39.757853063503646,7087974.286723049,-0.5313679510965039,19
-789560.8654036104,106.169948194661,33.51639177594916,1110737.8441828596,-0.39041038088052016,3
-292702.6988507226,87.29034402089793,46.33868916103443,262399.91555397643,-0.5207749509929382,3
-365645.0996125774,123.50113411517746,51.03009524289705,363945.1941203494,-0.3986711762578381,4
-17833058.6216512,118.29402656198282,38.122256071115935,4420580.127249031,-0.6346578863051022,23
-2393240.987005968,100.25684888351107,26.218881783096283,1781804.4750071177,-0.593008971919001,11
-8357184.781187088,101.62562561563776,41.54534711419657,5525141.533237856,-0.48125111439525536,13
-444421.21590364375,122.7496886174573,50.391945400448655,465043.96880873,-0.48279068475072906,3
-888979.2028371621,109.01029084460339,24.002257696128954,953444.7083356085,-0.5142316106791333,3
-11435216.871425293,94.13594293555528,33.85090103068999,6718269.22572039,-0.6520085746892393,12
-1233148.0133746385,112.36142057304464,24.591323969229357,964727.1163511546,-0.4015242828826731,7
-516233.7521016993,85.91756549209153,44.463158652867385,534772.750619253,-0.3462306826843314,5
-1225636.530782793,105.88985600165486,38.19260739915411,784889.7254616607,-0.5371807260875999,4
-17018193.553614266,100.99143332455004,36.71024284933279,9023716.763149546,-0.589679003501341,12
-285620.9818109955,127.71479315309186,43.467032993293536,428971.1123599109,-0.3558111728425603,3
-7710231.546164004,106.03165324065766,29.341553350839025,4210039.825796,-0.7563229622415524,4
